Order ID,Order Date,Customer Name,Region,City,State,Product,Category,Quantity,Sales,Profit,Discount,Ship Mode,Segment
20838,2022-03-19,Riya,West,Chennai,Telangana,Fridge,Appliances,4,31324,2838.15,0.23,Same Day,Consumer
20408,2022-05-25,Deepak,East,Mumbai,Delhi,Book,Books,3,6822,2195.84,0.07,Same Day,Corporate
20205,2021-08-04,Arjun,North,Chennai,Karnataka,Camera,Electronics,5,28235,1696.47,0.02,Second Class,Home Office
20690,2024-03-22,Riya,North,Mumbai,Maharashtra,Oven,Appliances,2,1942,483.82,0.29,First Class,Home Office
20492,2022-06-14,Tanya,West,Delhi,West Bengal,Watch,Fashion,2,12928,1641.33,0.2,Second Class,Consumer
20371,2022-05-02,Arjun,South,Pune,Delhi,Camera,Electronics,1,7645,2033.59,0.13,Standard Class,Home Office
20593,2024-08-14,Priya,South,Mumbai,Delhi,Jeans,Fashion,1,6866,1801.3,0.16,Second Class,Corporate
20842,2022-05-02,Karan,East,Hyderabad,Karnataka,Smartphone,Electronics,1,3437,272.45,0.26,First Class,Consumer
20344,2023-08-10,Arjun,North,Bangalore,Maharashtra,T-shirt,Fashion,3,6081,1752.53,0.15,Same Day,Home Office
20383,2022-12-27,Sneha,West,Mumbai,Karnataka,Oven,Appliances,5,10245,1008.99,0.08,Standard Class,Consumer
20026,2022-05-30,Priya,North,Kolkata,Maharashtra,Headphones,Electronics,4,30256,5059.36,0.24,First Class,Home Office
20427,2021-12-09,Rahul,North,Ahmedabad,Gujarat,Jeans,Fashion,4,1228,167.18,0.24,Same Day,Consumer
20905,2021-07-12,Meera,North,Kolkata,West Bengal,Fan,Appliances,2,14542,3763.03,0.24,First Class,Home Office
20626,2020-02-09,Riya,North,Bangalore,Telangana,Laptop,Electronics,4,14000,840.21,0.11,Same Day,Home Office
20966,2020-12-31,Riya,South,Chennai,Maharashtra,Bottle,Accessories,1,7483,2593.05,0.15,Standard Class,Consumer
20260,2022-07-12,Riya,South,Hyderabad,Tamil Nadu,Watch,Fashion,1,6574,1368.84,0.22,Second Class,Corporate
20227,2021-12-01,Arjun,East,Bangalore,Karnataka,Camera,Electronics,4,3780,994.42,0.09,First Class,Corporate
20457,2021-12-25,Meera,South,Delhi,Tamil Nadu,Smartphone,Electronics,3,2661,400.65,0.05,Standard Class,Corporate
20675,2024-09-11,Priya,North,Chennai,Karnataka,Camera,Electronics,3,17199,4026.86,0.13,Same Day,Corporate
20651,2022-05-11,Neha,East,Hyderabad,Delhi,Headphones,Electronics,1,9215,2504.53,0.03,First Class,Home Office
20660,2020-05-03,Amit,North,Kolkata,Delhi,Table,Furniture,3,20877,6470.12,0.06,First Class,Home Office
20629,2022-08-06,Sneha,East,Mumbai,West Bengal,Fridge,Appliances,4,3036,363.8,0.24,Same Day,Consumer
20737,2021-10-07,Neha,South,Kolkata,Karnataka,Smartphone,Electronics,4,19584,4190.87,0.11,Second Class,Home Office
20881,2020-10-07,Meera,East,Mumbai,West Bengal,Fridge,Appliances,2,4100,361.77,0.21,Second Class,Home Office
20713,2020-10-10,Sneha,North,Chennai,Karnataka,Sofa,Furniture,1,1831,440.4,0.13,Same Day,Corporate
20936,2021-04-09,Tanya,West,Bangalore,Maharashtra,Laptop,Electronics,4,8248,972.48,0.22,Standard Class,Home Office
20873,2024-07-18,Riya,West,Hyderabad,Maharashtra,Camera,Electronics,5,47885,13808.76,0.01,First Class,Home Office
20469,2024-11-25,Karan,West,Kolkata,Delhi,Watch,Fashion,4,32604,2754.38,0.03,Standard Class,Consumer
20482,2021-12-28,Amit,East,Pune,Delhi,Table,Furniture,5,3210,575.0,0.1,Same Day,Corporate
20659,2020-01-26,Sneha,East,Bangalore,Karnataka,Table,Furniture,5,41430,7605.46,0.24,First Class,Home Office
20772,2023-11-30,Arjun,West,Pune,Telangana,Sofa,Furniture,3,1479,194.45,0.14,Standard Class,Consumer
20262,2020-08-01,Tanya,West,Mumbai,Delhi,Fan,Appliances,1,7016,1345.3,0.01,Same Day,Home Office
20441,2020-04-02,Amit,South,Delhi,Telangana,Headphones,Electronics,3,5265,706.59,0.06,Standard Class,Consumer
20881,2023-04-28,Meera,West,Hyderabad,Maharashtra,Jeans,Fashion,4,21148,2864.97,0.14,Standard Class,Consumer
20363,2021-01-16,Tanya,East,Pune,Delhi,Camera,Electronics,5,26060,6127.23,0.03,First Class,Home Office
20551,2021-01-31,Neha,West,Ahmedabad,Tamil Nadu,Fridge,Appliances,3,15906,1422.74,0.08,Standard Class,Home Office
20109,2023-07-15,Amit,South,Pune,Telangana,Sofa,Furniture,2,13092,4401.66,0.22,Standard Class,Home Office
20431,2021-12-27,Amit,West,Mumbai,Tamil Nadu,Oven,Appliances,4,29172,3705.09,0.2,Standard Class,Home Office
20659,2024-11-09,Arjun,South,Pune,Tamil Nadu,Table,Furniture,4,16432,2814.34,0.1,Standard Class,Home Office
20105,2020-07-20,Priya,West,Kolkata,Karnataka,Bottle,Accessories,3,28203,6792.1,0.27,Standard Class,Home Office
20454,2021-10-28,Karan,South,Bangalore,West Bengal,Smartphone,Electronics,5,3430,720.95,0.04,Standard Class,Consumer
20235,2023-08-27,Deepak,South,Bangalore,Tamil Nadu,Watch,Fashion,5,24845,5406.09,0.1,First Class,Consumer
20438,2023-02-04,Priya,West,Bangalore,Maharashtra,Shoes,Fashion,3,11400,1511.8,0.09,Second Class,Corporate
20800,2024-01-14,Rahul,East,Delhi,Telangana,Charger,Electronics,1,3434,273.56,0.27,Same Day,Corporate
20612,2023-11-04,Amit,North,Pune,Karnataka,Book,Books,2,13766,1372.31,0.19,Standard Class,Consumer
20787,2024-08-19,Deepak,North,Delhi,Telangana,Fan,Appliances,4,6968,1060.4,0.02,Second Class,Home Office
20576,2020-11-20,Meera,North,Mumbai,Tamil Nadu,Smartphone,Electronics,4,39820,13794.08,0.14,Same Day,Consumer
20926,2023-10-31,Meera,West,Kolkata,Maharashtra,Headphones,Electronics,3,14856,2455.13,0.01,Second Class,Home Office
20563,2020-09-18,Neha,East,Pune,Telangana,Oven,Appliances,5,21545,6894.94,0.03,Second Class,Consumer
20708,2022-02-24,Arjun,North,Ahmedabad,Telangana,Camera,Electronics,1,9288,1268.01,0.29,Same Day,Consumer
20068,2022-12-28,Karan,East,Kolkata,Maharashtra,Camera,Electronics,1,2232,474.33,0.23,First Class,Home Office
20354,2023-12-10,Rahul,North,Bangalore,Gujarat,Television,Electronics,5,3410,446.96,0.29,First Class,Home Office
20280,2024-07-18,Rahul,North,Ahmedabad,Maharashtra,Sofa,Furniture,2,13904,4840.74,0.26,Same Day,Corporate
20787,2020-06-13,Vikas,North,Mumbai,West Bengal,Table,Furniture,4,36592,9633.41,0.27,First Class,Home Office
20822,2024-09-04,Arjun,West,Hyderabad,Delhi,Jeans,Fashion,4,31936,9205.97,0.08,Second Class,Corporate
20883,2020-05-26,Deepak,West,Hyderabad,West Bengal,Blender,Appliances,4,24668,6817.9,0.15,First Class,Corporate
20417,2023-05-24,Vikas,East,Mumbai,Karnataka,Oven,Appliances,3,9324,1479.54,0.22,Standard Class,Corporate
20947,2024-09-06,Sneha,North,Delhi,Delhi,Book,Books,5,22790,2510.14,0.03,Same Day,Consumer
20737,2022-04-19,Rahul,East,Ahmedabad,Maharashtra,Backpack,Accessories,3,8370,495.81,0.29,Standard Class,Home Office
20480,2020-01-22,Riya,North,Ahmedabad,West Bengal,Jeans,Fashion,3,11811,2458.67,0.19,Standard Class,Corporate
20696,2023-08-02,Tanya,East,Kolkata,Delhi,Oven,Appliances,3,23511,5949.37,0.25,First Class,Corporate
20292,2020-01-25,Karan,East,Delhi,Karnataka,Laptop,Electronics,5,22680,6260.32,0.23,Same Day,Consumer
20547,2020-07-12,Meera,East,Kolkata,West Bengal,Camera,Electronics,2,10674,1431.39,0.21,First Class,Corporate
20910,2020-07-06,Priya,East,Mumbai,Maharashtra,Sofa,Furniture,5,12150,2512.29,0.09,Same Day,Consumer
20380,2024-08-06,Riya,East,Kolkata,Gujarat,Smartphone,Electronics,2,3594,614.08,0.09,Same Day,Corporate
20974,2021-09-23,Vikas,East,Chennai,West Bengal,Book,Books,5,13340,2864.02,0.07,Standard Class,Consumer
20313,2023-07-28,Riya,South,Mumbai,Karnataka,Television,Electronics,2,15902,3775.69,0.02,Same Day,Corporate
20878,2022-10-08,Karan,East,Hyderabad,Maharashtra,Oven,Appliances,4,6112,1986.63,0.22,Same Day,Home Office
20850,2024-11-18,Priya,South,Ahmedabad,Telangana,Jeans,Fashion,1,8058,651.28,0.06,Standard Class,Corporate
20294,2020-07-27,Vikas,North,Delhi,West Bengal,Fan,Appliances,1,2737,339.52,0.22,Standard Class,Home Office
20659,2020-05-16,Neha,North,Hyderabad,Karnataka,Smartphone,Electronics,4,23484,6732.39,0.27,Standard Class,Home Office
20691,2023-12-15,Amit,North,Chennai,Delhi,Laptop,Electronics,4,29576,1517.51,0.05,Standard Class,Home Office
20536,2021-06-06,Amit,South,Delhi,Tamil Nadu,Shoes,Fashion,1,6132,500.43,0.23,Same Day,Consumer
20502,2023-08-20,Vikas,West,Pune,Delhi,Camera,Electronics,3,11022,918.06,0.19,First Class,Consumer
20013,2020-07-28,Karan,West,Chennai,Gujarat,Sofa,Furniture,4,18896,5875.31,0.22,Second Class,Consumer
20173,2024-11-07,Priya,South,Delhi,Karnataka,Camera,Electronics,4,29880,4323.28,0.19,Standard Class,Corporate
20533,2023-06-29,Neha,North,Mumbai,Telangana,Headphones,Electronics,5,38900,11553.02,0.23,Standard Class,Home Office
20525,2024-08-27,Riya,South,Delhi,Karnataka,Smartphone,Electronics,1,7311,2446.65,0.01,First Class,Home Office
20182,2022-06-02,Meera,West,Ahmedabad,Gujarat,Jeans,Fashion,1,9231,576.91,0.12,Standard Class,Home Office
20465,2020-04-13,Arjun,East,Ahmedabad,Tamil Nadu,Charger,Electronics,3,18354,3024.26,0.11,Standard Class,Corporate
20665,2020-02-02,Vikas,East,Bangalore,Gujarat,Book,Books,4,16036,3547.08,0.17,Standard Class,Consumer
20307,2021-04-01,Neha,South,Bangalore,Tamil Nadu,Table,Furniture,1,9135,2921.71,0.21,Standard Class,Corporate
20079,2023-02-21,Vikas,East,Pune,Karnataka,Charger,Electronics,2,18014,6076.79,0.28,Standard Class,Corporate
20278,2020-08-20,Amit,North,Chennai,Karnataka,Charger,Electronics,2,650,197.7,0.09,First Class,Home Office
20863,2023-12-06,Neha,East,Pune,Delhi,Jeans,Fashion,1,1372,458.55,0.1,Second Class,Consumer
20686,2023-06-19,Deepak,South,Hyderabad,West Bengal,Television,Electronics,2,16126,3858.57,0.13,Second Class,Consumer
20738,2020-01-15,Deepak,South,Hyderabad,Tamil Nadu,Fridge,Appliances,5,39285,5201.77,0.24,Second Class,Corporate
20223,2024-10-23,Rahul,North,Mumbai,West Bengal,Backpack,Accessories,5,3960,257.38,0.25,Same Day,Home Office
20863,2024-08-18,Arjun,North,Bangalore,West Bengal,Backpack,Accessories,1,9767,3403.27,0.21,Second Class,Corporate
20357,2024-06-12,Priya,North,Kolkata,West Bengal,Bottle,Accessories,2,19550,5841.88,0.22,Standard Class,Corporate
20245,2022-04-27,Priya,North,Kolkata,Gujarat,Smartphone,Electronics,5,13545,2615.13,0.22,First Class,Corporate
20593,2020-07-05,Sneha,West,Ahmedabad,Karnataka,Fan,Appliances,5,42885,9902.97,0.25,Same Day,Consumer
20938,2023-07-02,Neha,North,Kolkata,Delhi,T-shirt,Fashion,4,21068,6413.37,0.22,First Class,Corporate
20349,2024-01-14,Arjun,East,Delhi,Delhi,Sofa,Furniture,5,15435,2109.43,0.12,First Class,Corporate
20605,2020-11-22,Amit,East,Mumbai,Telangana,Headphones,Electronics,4,11004,3040.18,0.28,Standard Class,Home Office
20017,2020-09-30,Sneha,South,Chennai,Karnataka,Chair,Furniture,5,17310,3023.73,0.25,Standard Class,Corporate
20628,2023-07-13,Neha,West,Chennai,Delhi,Jeans,Fashion,1,4500,533.74,0.29,Second Class,Corporate
20733,2024-05-22,Karan,West,Pune,Gujarat,Jeans,Fashion,3,2880,590.43,0.23,First Class,Consumer
20327,2020-06-02,Meera,West,Chennai,Tamil Nadu,Watch,Fashion,5,24285,6899.6,0.14,First Class,Corporate
20904,2021-07-06,Rahul,East,Pune,West Bengal,Blender,Appliances,4,19480,1377.28,0.28,Standard Class,Consumer
20040,2020-07-07,Sneha,North,Pune,Tamil Nadu,Smartphone,Electronics,5,19535,3043.18,0.25,Second Class,Consumer
20248,2021-09-19,Vikas,North,Bangalore,Telangana,Sofa,Furniture,5,26290,2322.99,0.23,Standard Class,Consumer
20326,2023-10-12,Tanya,East,Pune,Karnataka,T-shirt,Fashion,5,23035,2744.04,0.0,First Class,Corporate
20751,2023-04-07,Karan,East,Hyderabad,Delhi,Sofa,Furniture,2,17594,5609.18,0.25,Same Day,Home Office
20382,2021-05-10,Neha,East,Pune,Maharashtra,Oven,Appliances,4,21764,3655.45,0.18,Standard Class,Home Office
20202,2020-02-01,Neha,West,Ahmedabad,Karnataka,Smartphone,Electronics,1,9468,3178.09,0.01,Standard Class,Consumer
20111,2020-06-01,Neha,West,Mumbai,Gujarat,Watch,Fashion,1,5610,1136.96,0.11,Standard Class,Home Office
20096,2023-12-17,Neha,North,Mumbai,West Bengal,Backpack,Accessories,1,9498,2454.08,0.22,Second Class,Consumer
20681,2021-04-21,Tanya,North,Pune,Delhi,Sofa,Furniture,4,39292,3819.1,0.04,Standard Class,Home Office
20849,2022-08-20,Deepak,East,Bangalore,West Bengal,Oven,Appliances,4,7468,1240.97,0.27,Standard Class,Home Office
20488,2020-03-18,Deepak,South,Delhi,Delhi,Laptop,Electronics,2,10192,807.76,0.17,Standard Class,Home Office
20945,2023-04-06,Rahul,East,Kolkata,Karnataka,Laptop,Electronics,5,33630,6547.07,0.04,Same Day,Corporate
20592,2022-06-09,Neha,East,Delhi,Tamil Nadu,T-shirt,Fashion,1,4031,1020.43,0.19,Second Class,Corporate
20840,2021-06-02,Meera,North,Bangalore,Telangana,Headphones,Electronics,2,16502,5686.12,0.19,Same Day,Consumer
20565,2020-11-26,Karan,South,Ahmedabad,West Bengal,Charger,Electronics,1,3249,488.05,0.22,Second Class,Consumer
20033,2023-09-03,Priya,East,Bangalore,Delhi,Blender,Appliances,1,318,80.54,0.02,Second Class,Home Office
20141,2023-01-12,Riya,East,Mumbai,Delhi,Book,Books,3,25857,7117.97,0.03,Standard Class,Corporate
20569,2023-11-16,Deepak,South,Mumbai,Karnataka,T-shirt,Fashion,1,817,175.11,0.29,Standard Class,Consumer
20425,2024-10-20,Amit,South,Hyderabad,Maharashtra,Charger,Electronics,3,19623,3824.76,0.08,Same Day,Corporate
20939,2024-01-02,Vikas,East,Mumbai,Telangana,Oven,Appliances,4,11600,900.39,0.18,Same Day,Home Office
20309,2022-03-12,Riya,East,Bangalore,West Bengal,Headphones,Electronics,3,12447,2305.26,0.2,Second Class,Consumer
20508,2020-09-14,Sneha,East,Ahmedabad,Tamil Nadu,Laptop,Electronics,3,29007,5358.33,0.18,First Class,Corporate
20891,2023-06-25,Riya,West,Pune,Delhi,Shoes,Fashion,2,5522,1402.77,0.12,Standard Class,Consumer
20137,2023-04-02,Rahul,North,Mumbai,Maharashtra,Laptop,Electronics,2,4786,510.01,0.2,Same Day,Corporate
20795,2020-02-23,Priya,West,Chennai,West Bengal,Headphones,Electronics,4,31896,2401.46,0.24,First Class,Home Office
20073,2022-07-03,Meera,North,Chennai,Gujarat,Television,Electronics,3,8172,2052.83,0.21,Standard Class,Home Office
20111,2024-02-12,Sneha,North,Mumbai,West Bengal,Oven,Appliances,1,6436,352.33,0.02,Second Class,Home Office
20830,2023-08-30,Amit,East,Bangalore,West Bengal,Jeans,Fashion,2,3858,1294.16,0.25,Second Class,Home Office
20319,2021-08-11,Meera,West,Kolkata,Telangana,Fridge,Appliances,3,6879,1403.89,0.08,First Class,Corporate
20490,2021-12-21,Tanya,North,Delhi,Maharashtra,Backpack,Accessories,3,24972,3747.85,0.26,Standard Class,Corporate
20568,2023-04-25,Karan,West,Kolkata,Tamil Nadu,Smartphone,Electronics,5,19705,2453.57,0.21,Second Class,Corporate
20335,2020-04-01,Priya,East,Hyderabad,Karnataka,Smartphone,Electronics,3,22956,2532.73,0.18,First Class,Consumer
20988,2023-05-15,Amit,North,Delhi,Maharashtra,Headphones,Electronics,2,17224,2205.89,0.05,Same Day,Consumer
20860,2020-01-21,Priya,North,Bangalore,Karnataka,Book,Books,3,8904,2652.91,0.13,Same Day,Consumer
20444,2020-10-09,Meera,North,Pune,Telangana,T-shirt,Fashion,1,8768,2391.55,0.02,Same Day,Consumer
20544,2021-07-20,Karan,North,Chennai,Delhi,Shoes,Fashion,2,3000,605.07,0.28,Standard Class,Consumer
20006,2022-10-07,Rahul,North,Pune,Telangana,Book,Books,1,386,116.33,0.26,First Class,Corporate
20457,2023-08-01,Karan,South,Chennai,Telangana,Sofa,Furniture,4,7788,664.05,0.05,Same Day,Consumer
20620,2022-11-07,Riya,South,Pune,Karnataka,Laptop,Electronics,1,5033,501.91,0.27,Second Class,Corporate
20115,2022-07-20,Priya,East,Hyderabad,Gujarat,Camera,Electronics,2,14956,1848.65,0.02,Second Class,Home Office
20382,2021-02-15,Meera,East,Mumbai,Gujarat,Table,Furniture,3,17784,3101.9,0.23,Standard Class,Home Office
20449,2022-08-03,Priya,West,Delhi,Tamil Nadu,Bottle,Accessories,5,36005,8015.53,0.01,First Class,Consumer
20832,2023-09-02,Vikas,East,Chennai,Delhi,Television,Electronics,5,49200,13748.46,0.2,Second Class,Consumer
20753,2024-05-16,Amit,West,Mumbai,Karnataka,Jeans,Fashion,1,8742,1680.88,0.17,Standard Class,Home Office
20144,2020-01-25,Riya,South,Delhi,Gujarat,Camera,Electronics,1,7560,2240.91,0.25,First Class,Home Office
20718,2023-12-07,Rahul,South,Delhi,Maharashtra,Bottle,Accessories,2,8616,2712.04,0.14,Standard Class,Corporate
20435,2021-01-18,Priya,North,Chennai,Maharashtra,Table,Furniture,4,26512,7235.77,0.25,Same Day,Consumer
20834,2020-11-28,Riya,East,Hyderabad,Telangana,Oven,Appliances,4,25516,8490.8,0.01,First Class,Home Office
20832,2020-02-09,Neha,South,Kolkata,Maharashtra,Shoes,Fashion,3,24117,6434.93,0.2,First Class,Home Office
20062,2023-07-03,Amit,West,Ahmedabad,Delhi,Camera,Electronics,4,3880,1130.43,0.23,First Class,Consumer
20250,2020-11-09,Karan,East,Ahmedabad,Karnataka,Blender,Appliances,5,15770,3993.63,0.23,First Class,Consumer
20541,2021-07-24,Vikas,East,Chennai,Maharashtra,Camera,Electronics,4,8900,2447.44,0.27,First Class,Home Office
20804,2021-05-04,Karan,North,Ahmedabad,Tamil Nadu,T-shirt,Fashion,4,15264,4043.73,0.08,Same Day,Home Office
20955,2021-01-20,Arjun,South,Pune,Maharashtra,T-shirt,Fashion,4,14312,3111.12,0.18,Second Class,Home Office
20318,2022-01-05,Amit,South,Chennai,Karnataka,Backpack,Accessories,1,4634,1116.93,0.22,Standard Class,Consumer
20917,2023-11-02,Neha,East,Hyderabad,Karnataka,Shoes,Fashion,2,6692,1894.08,0.25,Same Day,Home Office
20869,2020-12-05,Arjun,West,Kolkata,Gujarat,Laptop,Electronics,4,37040,7007.86,0.08,Standard Class,Consumer
20517,2022-04-07,Meera,North,Pune,Tamil Nadu,Fridge,Appliances,2,8118,1192.6,0.27,First Class,Home Office
20230,2023-07-05,Meera,North,Pune,West Bengal,Jeans,Fashion,1,1505,394.39,0.29,First Class,Home Office
20480,2021-07-26,Deepak,North,Kolkata,Karnataka,Headphones,Electronics,5,36510,4470.61,0.01,Standard Class,Consumer
20459,2024-09-18,Karan,North,Ahmedabad,Karnataka,Bottle,Accessories,3,20832,2491.62,0.0,Second Class,Corporate
20928,2024-09-14,Neha,North,Pune,West Bengal,Headphones,Electronics,3,15312,4736.46,0.18,Standard Class,Consumer
20683,2024-01-13,Deepak,South,Pune,Karnataka,Jeans,Fashion,1,5695,1257.71,0.26,First Class,Corporate
20709,2023-04-29,Neha,West,Hyderabad,Delhi,Watch,Fashion,3,18240,6280.68,0.19,Standard Class,Corporate
20014,2024-10-04,Neha,East,Delhi,West Bengal,Fan,Appliances,3,21411,3467.23,0.28,Standard Class,Consumer
20511,2022-05-06,Tanya,South,Mumbai,Gujarat,T-shirt,Fashion,3,21846,5020.01,0.05,Same Day,Corporate
20721,2020-04-02,Priya,West,Hyderabad,Telangana,Chair,Furniture,2,2870,165.0,0.05,First Class,Corporate
20643,2023-03-25,Meera,South,Kolkata,Karnataka,Sofa,Furniture,5,10785,2391.92,0.08,Same Day,Corporate
20936,2023-03-19,Sneha,West,Hyderabad,Telangana,Table,Furniture,5,37145,2799.6,0.18,Same Day,Home Office
20747,2021-06-02,Neha,West,Chennai,Maharashtra,Oven,Appliances,3,23046,3133.24,0.24,First Class,Home Office
20465,2024-11-09,Vikas,West,Delhi,Delhi,Table,Furniture,5,20525,1814.02,0.1,Standard Class,Home Office
20064,2022-03-20,Rahul,South,Ahmedabad,Maharashtra,Fridge,Appliances,3,19095,3339.06,0.05,First Class,Corporate
20928,2021-07-17,Karan,West,Kolkata,Telangana,Chair,Furniture,3,24816,6893.58,0.29,Same Day,Home Office
20192,2022-06-22,Meera,South,Bangalore,Gujarat,T-shirt,Fashion,4,31548,7956.35,0.02,Standard Class,Corporate
20338,2020-06-14,Meera,South,Ahmedabad,Telangana,Smartphone,Electronics,3,6933,1630.4,0.05,Same Day,Corporate
20920,2023-10-10,Arjun,North,Pune,Maharashtra,Blender,Appliances,4,23048,1721.26,0.14,First Class,Corporate
20181,2020-07-02,Priya,East,Mumbai,Gujarat,Camera,Electronics,5,27540,6121.76,0.2,Same Day,Consumer
20975,2022-04-10,Vikas,South,Chennai,Delhi,Book,Books,5,17015,5391.3,0.11,First Class,Consumer
20447,2023-12-22,Riya,North,Ahmedabad,Telangana,Bottle,Accessories,4,2104,609.98,0.04,First Class,Home Office
20488,2022-05-26,Amit,East,Hyderabad,Karnataka,Television,Electronics,5,29045,6399.14,0.17,Second Class,Corporate
20551,2022-12-31,Tanya,West,Kolkata,Tamil Nadu,Sofa,Furniture,3,10686,2364.42,0.06,Second Class,Home Office
20758,2022-01-07,Riya,West,Delhi,West Bengal,Backpack,Accessories,1,9721,1223.29,0.28,Same Day,Home Office
20799,2020-12-14,Karan,North,Pune,Maharashtra,Chair,Furniture,1,5120,1598.57,0.07,Second Class,Consumer
20626,2020-10-02,Sneha,West,Mumbai,West Bengal,Sofa,Furniture,1,3279,614.8,0.11,Standard Class,Corporate
20109,2023-07-26,Meera,North,Ahmedabad,Gujarat,Table,Furniture,3,4302,1387.53,0.14,Standard Class,Consumer
20002,2022-01-27,Priya,East,Chennai,Telangana,Television,Electronics,5,35255,5737.45,0.21,Second Class,Consumer
20661,2024-07-05,Vikas,North,Pune,Karnataka,Television,Electronics,3,21213,5324.67,0.14,Same Day,Home Office
20926,2021-02-20,Tanya,West,Delhi,Gujarat,Chair,Furniture,1,2017,703.77,0.24,First Class,Corporate
20140,2024-02-13,Tanya,East,Kolkata,Gujarat,Table,Furniture,3,29508,6882.19,0.06,First Class,Home Office
20273,2024-02-13,Deepak,North,Kolkata,West Bengal,Table,Furniture,2,16800,4617.11,0.13,Same Day,Consumer
20139,2022-05-05,Amit,South,Kolkata,Telangana,Bottle,Accessories,2,19156,1196.29,0.19,First Class,Consumer
20028,2024-04-22,Vikas,North,Bangalore,Maharashtra,Watch,Fashion,3,23133,6285.7,0.08,First Class,Corporate
20288,2022-09-03,Tanya,West,Delhi,Maharashtra,Shoes,Fashion,4,7268,2095.69,0.08,Second Class,Home Office
20210,2022-03-26,Meera,North,Pune,Karnataka,Laptop,Electronics,4,19468,3149.0,0.28,Same Day,Home Office
20287,2021-04-16,Vikas,South,Mumbai,Delhi,Fridge,Appliances,5,45140,14624.0,0.06,Same Day,Corporate
20282,2022-07-04,Meera,East,Kolkata,Karnataka,T-shirt,Fashion,3,24906,3444.0,0.03,First Class,Consumer
20105,2024-09-12,Arjun,West,Pune,Delhi,Oven,Appliances,2,5396,847.34,0.23,Same Day,Home Office
20246,2024-06-12,Priya,West,Hyderabad,Tamil Nadu,Headphones,Electronics,2,11704,3473.14,0.05,Standard Class,Consumer
20143,2020-09-06,Sneha,West,Bangalore,Gujarat,Oven,Appliances,1,9475,805.14,0.16,Standard Class,Home Office
20471,2020-03-31,Priya,East,Chennai,Tamil Nadu,Headphones,Electronics,3,23127,5045.71,0.28,Same Day,Home Office
20890,2023-06-14,Karan,North,Ahmedabad,Karnataka,Watch,Fashion,3,4680,1055.45,0.07,First Class,Corporate
20819,2020-01-30,Neha,North,Hyderabad,Karnataka,Charger,Electronics,4,17224,1752.67,0.17,First Class,Consumer
20890,2021-08-28,Tanya,West,Delhi,Gujarat,Book,Books,2,12800,1561.87,0.04,First Class,Consumer
20278,2021-07-05,Karan,East,Delhi,Telangana,Oven,Appliances,1,4204,384.1,0.21,Second Class,Consumer
20678,2021-09-02,Meera,West,Hyderabad,Tamil Nadu,Oven,Appliances,1,4924,1069.46,0.05,Second Class,Consumer
20774,2020-06-11,Meera,West,Hyderabad,Tamil Nadu,Oven,Appliances,5,41310,11750.7,0.08,Same Day,Home Office
20982,2021-07-23,Amit,West,Mumbai,Maharashtra,Smartphone,Electronics,2,16564,3191.53,0.12,Second Class,Home Office
20388,2022-02-23,Tanya,North,Kolkata,West Bengal,Fridge,Appliances,5,39330,9196.88,0.28,Same Day,Home Office
20916,2024-06-23,Rahul,South,Delhi,West Bengal,Blender,Appliances,4,8780,1280.96,0.13,First Class,Home Office
20800,2023-04-02,Riya,West,Bangalore,Telangana,Fridge,Appliances,5,36615,4213.91,0.09,Same Day,Home Office
20388,2021-03-04,Deepak,East,Chennai,Maharashtra,Sofa,Furniture,2,2114,307.18,0.29,First Class,Consumer
20776,2021-08-05,Meera,South,Hyderabad,Maharashtra,Charger,Electronics,3,13494,3246.98,0.19,First Class,Corporate
20882,2023-05-05,Karan,West,Mumbai,Tamil Nadu,Book,Books,4,18264,5809.38,0.2,Second Class,Corporate
20494,2021-09-11,Sneha,South,Bangalore,Telangana,Backpack,Accessories,2,7034,878.2,0.16,Standard Class,Consumer
20624,2021-01-10,Neha,North,Kolkata,Tamil Nadu,Headphones,Electronics,2,8044,2122.44,0.21,First Class,Consumer
20416,2021-12-26,Meera,North,Kolkata,Maharashtra,Backpack,Accessories,3,24003,2153.58,0.11,First Class,Home Office
20515,2023-11-17,Arjun,East,Bangalore,Gujarat,Charger,Electronics,1,9332,973.84,0.19,First Class,Consumer
20030,2020-10-07,Arjun,North,Hyderabad,Maharashtra,Smartphone,Electronics,5,38575,6767.73,0.23,Second Class,Corporate
20606,2021-01-09,Tanya,North,Chennai,Telangana,Fridge,Appliances,3,25821,3890.89,0.02,First Class,Home Office
20685,2022-06-21,Vikas,South,Kolkata,Tamil Nadu,Television,Electronics,2,18938,1234.51,0.01,Standard Class,Home Office
20187,2021-10-17,Riya,West,Pune,Telangana,Charger,Electronics,3,26766,3328.67,0.21,Same Day,Consumer
20642,2024-02-06,Neha,North,Ahmedabad,Karnataka,Oven,Appliances,4,9436,1633.83,0.05,First Class,Consumer
20981,2021-06-03,Karan,East,Ahmedabad,Telangana,Blender,Appliances,4,12572,819.29,0.19,Standard Class,Corporate
20970,2022-12-30,Sneha,North,Mumbai,Tamil Nadu,Watch,Fashion,5,22950,4482.53,0.21,Same Day,Home Office
20064,2020-06-13,Neha,North,Hyderabad,Karnataka,Chair,Furniture,5,26165,4028.56,0.12,Same Day,Corporate
20030,2020-02-14,Rahul,West,Delhi,Gujarat,Smartphone,Electronics,5,46605,15976.65,0.1,Same Day,Home Office
